ticker,active,name,market,locale,primary_exchange,type,currency_name,cik,description,homepage_url,list_date,market_cap,phone_number,total_employees,address1,address2,city,state,postal_code,branding_icon_url,branding_logo_url,sic_code,sic_description,ticker_root,ticker_suffix,weighted_shares_outstanding
AYRO,1,"AYRO, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001086745,"AYRO Inc design and manufacture compact, sustainable electric vehicles for closed campus mobility, low-speed urban and community transport, local on-demand and last-mile delivery, and government use. It operates as one reportable segment, which is the design, development, manufacturing, and sales of electric vehicles, and operates in the United States.",https://www.ayro.com,2020-05-29,5532139.7061,512-994-4917,58,"900 E. OLD SETTLERS BOULEVARD, SUITE 100",,ROUND ROCK,TX,78664,https://api.polygon.io/v1/reference/company-branding/YXlyby5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXlyby5jb20/images/2024-10-01_logo.png,4899,"COMMUNICATIONS SERVICES, NEC",AYRO,,6812141.0
AYTU,1,"AYTU BioPharma, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001385818,"Aytu BioPharma Inc is a specialty pharmaceutical company with a commercial portfolio of prescription therapeutics and consumer health products. The company's primary prescription products treat attention deficit hyperactivity disorder and other common pediatric conditions. It is building a complementary therapeutic development pipeline including a prospective treatment (AR101/enzastaurin) for vascular Ehlers-Danlos Syndrome, a rare genetic disease resulting in high morbidity and a significantly shortened lifespan. The company operates in two segments Rx Segment, consisting of prescription pharmaceutical products and Consumer Health segments of which the company generates maximum revenue from the Rx segment.",https://www.aytubio.com,2008-02-15,8855091.36,(720) 437-6580,102,7900 E. UNION AVENUE,SUITE 920,DENVER,CO,80237,https://api.polygon.io/v1/reference/company-branding/YXl0dWJpby5jb20/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YXl0dWJpby5jb20/images/2024-10-01_logo.png,2834,PHARMACEUTICAL PREPARATIONS,AYTU,,6149369.0
AZ,1,A2Z Cust2Mate Solutions Corp. Common Shares,stocks,us,XNAS,CS,usd,0001866030,"A2Z Cust2Mate Solutions Corp is engaged in creating shopping carts. With the help of a user-friendly smart algorithm, touch screen, and other technologies, the company streamlines the retail shopping experience by scanning purchased products and enabling in-cart payment so that customers can simply pick & go, and bypass long cashier checkout lines.",https://www.a2zas.com,2020-05-01,183505041.28,,97,,,,,,https://api.polygon.io/v1/reference/company-branding/YTJ6YXMuY29t/images/2023-12-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YTJ6YXMuY29t/images/2023-12-01_logo.png,,,AZ,,26066057.0
AZEK,1,The AZEK Company Inc.,stocks,us,XNYS,CS,usd,0001782754,"The AZEK Co Inc is a designer and manufacturer of beautiful, low maintenance and environmentally sustainable products focused on the fast-growing Outdoor Living market. Its portfolio of products includes decks, rail, trim, outdoor furniture among others. The company operates in two segments: Residential Segment that manufactures and distributes decking, railing, trim, moulding, pergolas and cabanas and accessories through a national network of dealers and distributors and multiple home improvement retailers; and Commercial Segment that manufactures, fabricates and distributes lockers and bathroom partitions. It generates maximum revenue from the Residential segment. The company's brand includes TimberTech; AZEK; Versatex, Ultralox, StruXure, and Intex.",https://www.azekco.com,2020-06-12,7652765505.14,877-275-2935,2276,"1330 W FULTON STREET, #350",,CHICAGO,IL,60607,https://api.polygon.io/v1/reference/company-branding/YXpla2NvLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXpla2NvLmNvbQ/images/2024-10-01_logo.svg,3089,"PLASTICS PRODUCTS, NEC",AZEK,,143015614.0
AZI,1,Autozi Internet Technology (Global) Ltd. Class A Ordinary Shares,stocks,us,XNAS,CS,usd,0001959726,"Autozi Internet Technology (Global) Ltd is one of China's leading and fast-growing lifecycle automotive service providers. It provides high-quality, affordable, and professional one-stop automotive products and services through online and offline channels nationwide. Leveraging its online supply chain cloud platform, SaaS platforms, and the network of MBS stores, It has established an ecosystem of lifecycle automotive services by connecting automotive manufacturers, auto parts manufacturers, and insurance companies with MBS stores and various automotive owners. Its business segments include new car sales, auto parts and auto accessories sales, and automotive insurance-related services. The majority of revenue is from the new car sales segment, and auto parts & auto accessories sales.",https://www.autozi.com,2024-08-28,117578944.0,,,,,,,,,,,,AZI,,104981200.0
AZN,1,AstraZeneca PLC,stocks,us,XNAS,ADRC,usd,0000901832,"A merger between Astra of Sweden and Zeneca Group of the United Kingdom formed AstraZeneca in 1999. The firm sells branded drugs across a number of major therapeutic areas, including gastrointestinal, diabetes, cardiovascular, respiratory, cancer, immunology and rare diseases. The majority of sales come from international markets with the United States representing close to one third of its sales.",https://www.astrazeneca.com,1993-05-18,206440236887.24,,89900,,,,,,https://api.polygon.io/v1/reference/company-branding/YXN0cmF6ZW5lY2EuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXN0cmF6ZW5lY2EuY29t/images/2024-10-01_logo.svg,,,AZN,,3100634378.0
AZNH,1,AstraZeneca PLC ADRhedged,stocks,us,BATS,ETF,usd,,,,2024-10-07,,,,,,,,,,,,,AZNH,,
AZO,1,"AutoZone, Inc.",stocks,us,XNYS,CS,usd,0000866787,"AutoZone operates as a leading retailer of aftermarket automotive parts in the United States. The firm operates over 6,400 stores domestically, serving both the do-it-yourself and commercial (do-it-for-me) end markets. Through its vast store footprint and distribution network, AutoZone manages a wide array of stock-keeping units applicable to numerous vehicle makes and models, providing its consumers with ample product availability. The firm drives traffic by providing superior and convenient customer service as AutoZone's team of knowledgeable staff assists consumers with diagnosing a vehicle's problem, selecting the necessary part for replacement, and in some instances, installation. The company also operates internationally, with over 750 stores in Mexico and more than 100 in Brazil.",https://www.autozone.com,1991-04-02,56972018088.03,(901) 495-6500,126000,123 SOUTH FRONT ST,,MEMPHIS,TN,38103,https://api.polygon.io/v1/reference/company-branding/YXV0b3pvbmUuY29t/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YXV0b3pvbmUuY29t/images/2024-10-01_logo.svg,5531,RETAIL-AUTO & HOME SUPPLY STORES,AZO,,16904289.0
AZPN,1,Aspen Technology Inc,stocks,us,XNAS,CS,usd,0001897982,"Aspen Technology is a global leader in asset optimization software, enabling customers within capital-intensive industries to design, operate and maintain their functions to meet their profitability, safety, and sustainability goals. The heritage business of AspenTech was founded in 1981 and provides software solutions purposed to optimize engineering, manufacturing, and supply chain and asset management functions. In 2021, Emerson Electric traded over $6 billion in cash and its Open Systems International (digital grid management) and subsurface science and engineering businesses for 55% of AspenTech's shares. The new AspenTech is the combination of heritage Aspen, OSI, and SSE and serves more than 3,000 customers across 40 countries.",https://www.aspentech.com,1994-10-26,15736530087.2,781-221-1939,3937,20 CROSBY DRIVE,,BEDFORD,MA,01730,https://api.polygon.io/v1/reference/company-branding/YXNwZW50ZWNoLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXNwZW50ZWNoLmNvbQ/images/2024-10-01_logo.svg,7371,SERVICES-COMPUTER PROGRAMMING SERVICES,AZPN,,63249719.0
AZTA,1,"Azenta, Inc.",stocks,us,XNAS,CS,usd,0000933974,"Azenta Inc is a provider of life sciences solutions, enabling impactful breakthroughs and therapies to market faster. It provides a full suite of reliable cold-chain sample management solutions and genomic services across areas such as drug development, clinical research and advanced cell therapies for the industry's top pharmaceutical, biotech, academic and healthcare institutions globally. The company has three reportable segments that are Sample Management Solutions, Multiomics, and B Medical Systems. It generates a substantial part of its revenue from its Sample Management Solutions segment.",https://www.azenta.com,1995-02-01,2048053400.65,(978) 262-2400,3300,200 SUMMIT DRIVE,6TH FLOOR,BURLINGTON,MA,01803,https://api.polygon.io/v1/reference/company-branding/YXplbnRhLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXplbnRhLmNvbQ/images/2024-10-01_logo.svg,3559,"SPECIAL INDUSTRY MACHINERY, NEC",AZTA,,45583205.0
AZTD,1,Aztlan Global Stock Selection DM SMID ETF,stocks,us,ARCX,ETF,usd,0001387131,,,2022-08-18,,,,,,,,,,,,,AZTD,,
AZTR,1,Azitra Inc,stocks,us,XASE,CS,usd,0001701478,"Azitra Inc is an early-stage clinical biopharmaceutical company focused on developing therapies for precision dermatology using engineered proteins and live biotherapeutic products that can be applied topically to treat diseases of the skin. The company has built a proprietary platform that includes a microbial library comprised of bacterial strains that can be screened for therapeutic characteristics. The platform is augmented by artificial intelligence and machine learning technology that analyzes, predicts and helps screen the library of strains for drug-like molecules. The platform also utilizes a licensed genetic engineering technology, which can enable the transformation of previously genetically intractable strains.",https://www.azitrainc.com,2023-06-16,3374529.78,(203) 489-0183,10,"21 BUSINESS PARK DRIVE, SUITE 6",,BRANFORD,CT,06405,,https://api.polygon.io/v1/reference/company-branding/YXppdHJhaW5jLmNvbQ/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,AZTR,,7626056.0
AZUL,1,Azul S.A. American Depositary Shares (each representing three preferred shares),stocks,us,XNYS,ADRC,usd,0001432364,"Azul SA is involved in the operation of regular and non-regular airline passenger services, cargo or mail, passenger charter, provision of maintenance and hangarage services for aircraft, engines, parts and pieces, aircraft acquisition and lease, development of frequent-flyer programs, development of related activities and equity holding in other companies. The Company considers that it has a single reportable segment which is air transport.",https://www.ri.voeazul.com.br,2017-04-11,236553300.0,,16017,,,,,,https://api.polygon.io/v1/reference/company-branding/cmkudm9lYXp1bC5jb20uYnI/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/cmkudm9lYXp1bC5jb20uYnI/images/2024-10-01_logo.svg,,,AZUL,,115957500.0
AZZ,1,AZZ Inc.,stocks,us,XNYS,CS,usd,0000008947,"AZZ Inc is a provider of galvanizing and a variety of metal coating solutions and coil coating solutions to a broad range of end markets in North America. In its Metal Coatings segment, the company offers metal finishing services to protect against corrosion, such as hot dip galvanizing, spin galvanizing, powder coating, anodizing, and plating. The Precoat Metals Segment offers aesthetic and corrosion-resistant coatings for steel and aluminum coils.",https://www.azz.com,1984-09-10,2800964250.0,(817) 810-0095,3873,"ONE MUSEUM PLACE, SUITE 500",3100 W 7TH STREET,FORT WORTH,TX,76107,https://api.polygon.io/v1/reference/company-branding/YXp6LmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXp6LmNvbQ/images/2024-10-01_logo.png,3470,"COATING, ENGRAVING & ALLIED SERVICES",AZZ,,29876952.0
B,1,Barnes Group Inc.,stocks,us,XNYS,CS,usd,0000009984,"Barnes Group Inc is a U.S. based industrial and aerospace manufacturer and service provider. It leverages world-class manufacturing capabilities and engineering to develop various processes, automation solutions, and applied technologies for industries ranging from aerospace and medical & personal care to mobility and packaging. The company operates through two segments: Industrial and Aerospace. The industrial segment manufactures precision parts, products, and systems for critical applications in end markets including transportation, industrial equipment, and consumer products. The aerospace segment provides machined components and assemblies for original equipment manufacturer turbine engine, airframe and industrial gas turbine builders, and the military.",https://www.onebarnes.com,1963-10-14,2399552676.09,(860) 583-7070,6500,123 MAIN ST,,BRISTOL,CT,06010,,https://api.polygon.io/v1/reference/company-branding/b25lYmFybmVzLmNvbQ/images/2024-10-01_logo.png,3490,MISCELLANEOUS FABRICATED METAL PRODUCTS,B,,50978387.0
BA,1,Boeing Company,stocks,us,XNYS,CS,usd,0000012927,"Boeing is a major aerospace and defense firm. It operates in three segments: commercial airplanes; defense, space, and security; and Global services. Boeing's commercial airplanes segment competes with Airbus in the production of aircraft that can carry more than 130 passengers. Boeing's defense, space, and security segment competes with Lockheed, Northrop, and several other firms to create military aircraft, satellites, and weaponry. Global services provides aftermarket support to airlines.",https://www.boeing.com,1952-05-23,126928055855.25,(703) 414-6338,171000,929 LONG BRIDGE DRIVE,,ARLINGTON,VA,22202,https://api.polygon.io/v1/reference/company-branding/Ym9laW5nLmNvbQ/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/Ym9laW5nLmNvbQ/images/2024-10-01_logo.svg,3721,AIRCRAFT,BA,,748175985.0
BAB,1,Invesco Taxable Municipal Bond ETF,stocks,us,ARCX,ETF,usd,0001378872,,,2009-11-17,,,,,,,,,,,,,BAB,,
BABA,1,"Alibaba Group Holding Limited American Depositary Shares, each represents eight Ordinary Shares",stocks,us,XNYS,ADRC,usd,0001577552,"Alibaba is the world's largest online and mobile commerce company as measured by gross merchandise volume. It operates China's online marketplaces, including Taobao (consumer-to-consumer) and Tmall (business-to-consumer). The China commerce retail division is the most valuable cash flow-generating business at Alibaba. Additional revenue sources include China commerce wholesale, international commerce retail/wholesale, local consumer services, cloud computing, digital media and entertainment platforms, Cainiao logistics services, and innovation initiatives/other.",https://www.alibabagroup.com,2014-09-19,209393923755.26,,204891,,,,,,https://api.polygon.io/v1/reference/company-branding/YWxpYmFiYWdyb3VwLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWxpYmFiYWdyb3VwLmNvbQ/images/2024-10-01_logo.svg,,,BABA,,2384353493.0
BABO,1,YieldMax BABA Option Income Strategy ETF,stocks,us,ARCX,ETS,usd,,,,2024-08-08,,,,,,,,,,,,,BABO,,
BABX,1,GraniteShares ETF Trust GraniteShares 2x Long BABA Daily ETF,stocks,us,XNAS,ETS,usd,0001689873,,,2022-12-13,,,,,,,,,,,,,BABX,,
BAC,1,Bank of America Corporation,stocks,us,XNYS,CS,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,1973-01-02,350420411286.33,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,,7672879599.0
BACK,1,"IMAC Holdings, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001729944,"IMAC Holdings Inc is a provider and manager of value-based, conservative medical care combining life science advancements with traditional medical care for movement-restricting diseases and conditions in IMAC Regeneration Centers and BackSpace clinics. Its Innovative Medical Advancements and Care (IMAC) Regeneration Centers combine medical and physical procedures to improve patient experiences and outcomes and reduce healthcare costs as compared to other available treatment options.",https://www.imacregeneration.com,2019-02-11,2300699.18,844-266-4622,4,1605 WESTGATE CIRCLE,,BRENTWOOD,TN,37027,,https://api.polygon.io/v1/reference/company-branding/aW1hY3JlZ2VuZXJhdGlvbi5jb20/images/2024-10-01_logo.png,8093,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",BACK,,1885819.0
BACQ,1,Bleichroeder Acquisition Corp. I Class A Ordinary Shares,stocks,us,XNAS,CS,usd,0002028707,Bleichroeder Acquisition Corp I is a blank check company.,,2024-12-02,332857163.38,(917) 769-2999,,1345 AVENUE OF THE AMERICAS,47TH FL,NEW YORK,NY,10105,,,6770,BLANK CHECKS,BACQ,,33758333.0
BACQR,1,Bleichroeder Acquisition Corp. I Right,stocks,us,XNAS,RIGHT,usd,0002028707,,,2024-12-02,,(917) 769-2999,,1345 AVENUE OF THE AMERICAS,47TH FL,NEW YORK,NY,10105,,,6770,BLANK CHECKS,BACQ,R,
BACQU,1,Bleichroeder Acquisition Corp. I Unit,stocks,us,XNAS,UNIT,usd,0002028707,Bleichroeder Acquisition Corp I is a blank check company.,,2024-11-01,,(917) 769-2999,,1345 AVENUE OF THE AMERICAS,47TH FL,NEW YORK,NY,10105,,,6770,BLANK CHECKS,BACQ,U,
BACpB,1,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series GG",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRB,
BACpE,1,"Bank of America Corporation Depositary Shares (representing 1/1,000th of a share of Floating Rate Non-Cumalative Preferred Stock, Series E)",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2006-11-03,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRE,
BACpK,1,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.875% Non- Cumulative Preferred Stock, Series HH",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2018-07-17,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRK,
BACpL,1,"Bank Of America Corporation 7.25% Non-Cumulative Perpetual Convertible Preferred Stock, Series L",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2008-01-31,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRL,
BACpM,1,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2019-06-18,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRM,
BACpN,1,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2019-09-10,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRN,
BACpO,1,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2020-10-27,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRO,
BACpP,1,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.125% Non- Cumulative Preferred Stock, Series PP",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2021-01-25,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRP,
BACpQ,1,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.250% Non-Cumulative Preferred Stock, Series QQ",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2021-10-19,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRQ,
BACpS,1,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.750% Non-Cumulative Preferred Stock, Series SS",stocks,us,XNYS,PFD,usd,0000070858,"Bank of America is one of the largest financial institutions in the United States, with more than $3.0 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.",https://www.bankofamerica.com,2022-01-28,,(704) 386-8486,213000,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,CHARLOTTE,NC,28255,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YmFua29mYW1lcmljYS5jb20/images/2024-10-01_logo.svg,6021,NATIONAL COMMERCIAL BANKS,BAC,PRS,
BAER,1,"Bridger Aerospace Group Holdings, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001941536,"Bridger Aerospace Group Holdings Inc operates as an aerial firefighting company. It provides aerial wildfire surveillance, relief and suppression, and aerial firefighting services using next-generation technology and environmentally friendly and sustainable firefighting methods. Bridger Aerospace provides aerial firefighting and wildfire management services to federal and state government agencies, including the United States Forest Service, across the nation. The company's portfolio is organized across two offerings: Fire Suppression, which Consists of deploying specialized Viking CL-415EAF (""Super Scooper"") aircraft to drop large amounts of water quickly and directly on wildfires, and Aerial Surveillance, providing aerial surveillance via manned aircraft for fire suppression aircraft.",https://www.bridgeraerospace.com,2023-01-25,125931408.95,(406) 813-0079,148,90 AVIATION LANE,,BELGRADE,MT,59714,,https://api.polygon.io/v1/reference/company-branding/YnJpZGdlcmFlcm9zcGFjZS5jb20/images/2024-10-01_logo.svg,7389,"SERVICES-BUSINESS SERVICES, NEC",BAER,,54047815.0
